"ENSEMBL","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000159423","8659","ALDH4A1","aldehyde dehydrogenase 4 family member A1",-1.47983590739569,5.69350557302895,-10.6478608024672,4.82739802258601e-08,3.72699862690015e-05,8.96898660013554
"ENSG00000135547","23493","HEY2","hes related family bHLH transcription factor with YRPW motif 2",-1.86316084343363,4.51640587755323,-10.6431894786794,4.85376565363741e-08,3.72699862690015e-05,8.90996589610861
"ENSG00000137868","64220","STRA6","signaling receptor and transporter of retinol STRA6",-3.04196936786608,3.56435441748954,-10.5391497145521,5.4825565697662e-08,4.00177726880168e-05,8.54894584432016
"ENSG00000163050","56997","COQ8A","coenzyme Q8A",-1.48298583078694,5.85921870401929,-10.5049173993349,5.70796137565511e-08,4.00177726880168e-05,8.79384129890114
"ENSG00000125148","4502","MT2A","metallothionein 2A",7.7623114132604,5.75494787715238,10.4044418730639,6.42837718900748e-08,4.3190659238644e-05,7.15207963859365
"ENSG00000141753","3487","IGFBP4","insulin like growth factor binding protein 4",-1.17684080861035,7.32588623893883,-10.257366634307,7.66260147602738e-08,4.70584753147089e-05,8.43139320048209
"ENSG00000196154","6275","S100A4","S100 calcium binding protein A4",-2.16063902377114,4.32544374809806,-10.2431013998385,7.79506884596877e-08,4.70584753147089e-05,8.42149623857065
"ENSG00000262655","10418","SPON1","spondin 1",-3.00628308428109,2.89397449737423,-10.2294413901637,7.92420084614881e-08,4.70584753147089e-05,7.92362910116679
"ENSG00000146374","84870","RSPO3","R-spondin 3",-1.52278884773562,6.45382938146682,-10.183232562525,8.37816235993311e-08,4.70584753147089e-05,8.38829532842727
"ENSG00000124440","64344","HIF3A","hypoxia inducible factor 3 subunit alpha",-1.91553041330376,4.84991344495566,-10.1139068920115,9.11184836611608e-08,4.70584753147089e-05,8.33628052186208
"ENSG00000135447","5502","PPP1R1A","protein phosphatase 1 regulatory inhibitor subunit 1A",-1.60585422857278,6.01275891508049,-10.1137967915647,9.11306649765878e-08,4.70584753147089e-05,8.32482893180245
"ENSG00000137726","53826","FXYD6","FXYD domain containing ion transport regulator 6",-1.48210987966646,5.52552998812533,-10.0696586943612,9.61563686726736e-08,4.70584753147089e-05,8.2898241001597
"ENSG00000054654","23224","SYNE2","spectrin repeat containing nuclear envelope protein 2",-1.87970010495266,5.10206368273977,-10.0602958235456,9.7259868966113e-08,4.70584753147089e-05,8.27865132464694
"ENSG00000121743","2700","GJA3","gap junction protein alpha 3",-1.95225230827038,4.53729174251469,-10.0104694727638,1.03363300303206e-07,4.70584753147089e-05,8.19441973357609
"ENSG00000172348","10231","RCAN2","regulator of calcineurin 2",-1.5288472198512,5.54938853009072,-10.0026583715692,1.0435646658213e-07,4.70584753147089e-05,8.20901191821424
"ENSG00000102317","5935","RBM3","RNA binding motif protein 3",2.3949497760145,5.4896795376464,9.98508326497933,1.06628393447186e-07,4.70584753147089e-05,8.17647445331874
"ENSG00000169715","4493","MT1E","metallothionein 1E",5.92477706193597,4.2309204488817,9.95276481911425,1.10944575211048e-07,4.70584753147089e-05,6.30075288136928
"ENSG00000145335","6622","SNCA","synuclein alpha",-1.86073820660873,4.19311369018907,-9.94876245274635,1.1149188685024e-07,4.70584753147089e-05,8.06585050691394
"ENSG00000010803","22955","SCMH1","Scm polycomb group protein homolog 1",-1.1011929217778,6.57886311728811,-9.92152649486267,1.15293397248791e-07,4.70584753147089e-05,8.07296342884457
"ENSG00000148677","27063","ANKRD1","ankyrin repeat domain 1",1.92968713587141,7.9210840101302,9.92080494351936,1.15395963741087e-07,4.70584753147089e-05,8.01608811237207
"ENSG00000163430","11167","FSTL1","follistatin like 1",-0.955431084254277,8.91971039548331,-9.91145247930929,1.16734202331061e-07,4.70584753147089e-05,7.90666441409755
"ENSG00000164292","22836","RHOBTB3","Rho related BTB domain containing 3",0.922346172941458,8.89686960322986,9.85589115194617,1.25032243353269e-07,4.84698203439704e-05,7.85000939590594
"ENSG00000100031","2678","GGT1","gamma-glutamyltransferase 1",-2.44308002315149,4.21189925950205,-9.84808785851111,1.26246973919179e-07,4.84698203439704e-05,7.94749079079312
"ENSG00000113140","6678","SPARC","secreted protein acidic and cysteine rich",-0.860932099025401,10.659418740371,-9.80463184053852,1.33245171951172e-07,4.99669394816895e-05,7.68011289029094
"ENSG00000052802","6307","MSMO1","methylsterol monooxygenase 1",-1.04837710291014,7.39141174221037,-9.76196226169403,1.40519143338558e-07,5.04358225552092e-05,7.80394936991602
"ENSG00000171033","5569","PKIA","cAMP-dependent protein kinase inhibitor alpha",-1.01250295332625,7.66889020473543,-9.74632917178309,1.43288792814125e-07,5.04358225552092e-05,7.7679440761474
"ENSG00000163377","151647","TAFA4","TAFA chemokine like family member 4",-1.0232738948297,7.12665393210045,-9.74303966311138,1.43878935661372e-07,5.04358225552092e-05,7.80884660370782
"ENSG00000164211","134429","STARD4","StAR related lipid transfer domain containing 4",-1.4218687663468,5.64393149142221,-9.66929783058763,1.57809462624314e-07,5.41420762727036e-05,7.78969804798378
"ENSG00000137198","2766","GMPR","guanosine monophosphate reductase",-1.1250777918988,5.91615480471259,-9.63886854249136,1.63969414541666e-07,5.5083475197591e-05,7.74064754121886
"ENSG00000131378","23180","RFTN1","raftlin, lipid raft linker 1",1.19693746468484,6.0904185181676,9.59328880626269,1.73678939153259e-07,5.71545488540062e-05,7.69854096640228
"ENSG00000196569","3908","LAMA2","laminin subunit alpha 2",-2.05207699975542,4.02883906495493,-9.57379350268382,1.78016752248517e-07,5.74104026001467e-05,7.64647721359729
"ENSG00000106991","2022","ENG","endoglin",-2.26758483671051,4.05109664382538,-9.52705512830594,1.88891944220294e-07,5.94928520022096e-05,7.60527841864579
"ENSG00000127578","117166","WFIKKN1","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",-1.13801644954333,6.25302269775262,-9.51482407544705,1.91852918084645e-07,5.94928520022096e-05,7.57508871467885
"ENSG00000126226","55795","PCID2","PCI domain containing 2",-1.31293435923033,6.14769497235897,-9.49470204406026,1.96831982085423e-07,5.98656946336063e-05,7.55667952326952
"ENSG00000186480","3638","INSIG1","insulin induced gene 1",-1.61770513613326,4.80648447639062,-9.48029761100167,2.00480465749752e-07,5.98656946336063e-05,7.56434867879251
"ENSG00000117643","57134","MAN1C1","mannosidase alpha class 1C member 1",-1.91738472427557,5.01071062466272,-9.42209726183268,2.15969939917315e-07,6.18762359735243e-05,7.49979963749949
"ENSG00000183044","18","ABAT","4-aminobutyrate aminotransferase",-3.01694265488952,2.9243119300429,-9.42085891578239,2.16313010575107e-07,6.18762359735243e-05,6.9532352989392
"ENSG00000120937","4879","NPPB","natriuretic peptide B",2.90788249706022,7.89386324211934,9.39996344737037,2.22189997137551e-07,6.18762359735243e-05,7.36410722207568
"ENSG00000146197","222663","SCUBE3","signal peptide, CUB domain and EGF like domain containing 3",-1.83748089386603,6.25423120435134,-9.39865856642904,2.22562585207095e-07,6.18762359735243e-05,7.41743259764363
"ENSG00000170915","85315","PAQR8","progestin and adipoQ receptor family member 8",-1.42939443324847,5.61913703513438,-9.38124634788688,2.27598370821849e-07,6.22037920254631e-05,7.43487809682329
"ENSG00000116133","1718","DHCR24","24-dehydrocholesterol reductase",-1.60997459983528,6.59976185957594,-9.27729219827523,2.60293372962584e-07,6.99538439836945e-05,7.22218988072165
"ENSG00000006283","8913","CACNA1G","calcium voltage-gated channel subunit alpha1 G",-2.53919447085018,2.52307563382228,-9.24349670762551,2.71968810818952e-07,7.18933946632067e-05,6.75119904983675
"ENSG00000145050","7873","MANF","mesencephalic astrocyte derived neurotrophic factor",-0.943327270723078,6.67085538020571,-9.15981146024166,3.03339534256865e-07,7.88927417724509e-05,7.08166469644034
"ENSG00000134986","9315","NREP","neuronal regeneration related protein",-1.43618498141855,7.61364544006968,-9.08141415604008,3.36227869351946e-07,8.60583237031766e-05,6.89682681763448
"ENSG00000154277","7345","UCHL1","ubiquitin C-terminal hydrolase L1",1.25889576649347,8.43480010881774,8.97746554296592,3.85786244700325e-07,9.72000499342617e-05,6.73532572013163
"ENSG00000205542","7114","TMSB4X","thymosin beta 4 X-linked",1.00517501420025,8.61818671319958,8.96346509547605,3.93031846017317e-07,9.72675957786605e-05,6.70100229793881
"ENSG00000146530","221806","VWDE","von Willebrand factor D and EGF domains",-1.27229666401117,5.59150689607402,-8.95379889233561,3.98118531559168e-07,9.72675957786605e-05,6.86769408416146
"ENSG00000007944","29116","MYLIP","myosin regulatory light chain interacting protein",-1.72702963991957,4.88566795954553,-8.92733128041164,4.12407460174887e-07,9.86109323395929e-05,6.86642918602289
"ENSG00000070087","5217","PFN2","profilin 2",0.837619310933059,7.67033921254651,8.91887171576891,4.17088438181945e-07,9.86109323395929e-05,6.69031990041216
"ENSG00000102893","5257","PHKB","phosphorylase kinase regulatory subunit beta",-0.874183183980433,7.6306959547702,-8.90093887062238,4.27198724795971e-07,9.86109323395929e-05,6.64841119767989
"ENSG00000178597","768239","PSAPL1","prosaposin like 1",-2.57594300164063,3.29687347706477,-8.89586006663355,4.30109091619197e-07,9.86109323395929e-05,6.60791824692493
"ENSG00000167191","51704","GPRC5B","G protein-coupled receptor class C group 5 member B",-1.34034318167225,5.69342892277222,-8.88879298227266,4.34193872627045e-07,9.86109323395929e-05,6.789063793824
"ENSG00000250361","2994","GYPB","glycophorin B (MNS blood group)",-4.46971178311644,2.394482088662,-8.85947557032099,4.5158403400739e-07,0.000101136007616238,5.9221264166516
"ENSG00000108947","1949","EFNB3","ephrin B3",-1.37744435422752,4.94206417715099,-8.84626815649777,4.59658267412317e-07,0.000101534103589364,6.75852272949798
"ENSG00000123983","2181","ACSL3","acyl-CoA synthetase long chain family member 3",-0.925681720637964,7.62026756110843,-8.7543582615296,5.20265489777337e-07,0.000112499789379434,6.44875149525477
"ENSG00000173281","79660","PPP1R3B","protein phosphatase 1 regulatory subunit 3B",-1.45107318790183,5.17196959383255,-8.75012332591227,5.23254834322948e-07,0.000112499789379434,6.6243359110499
"ENSG00000140545","4240","MFGE8","milk fat globule EGF and factor V/VIII domain containing",-0.901124817014862,7.50009367493174,-8.71758106983583,5.46842434465428e-07,0.000116024134944145,6.40959776304619
"ENSG00000099958","91319","DERL3","derlin 3",-2.88842897307069,3.10273347402477,-8.68524903454644,5.71397171776437e-07,0.00011912791260094,6.34611529158852
"ENSG00000105281","6510","SLC1A5","solute carrier family 1 member 5",1.34192799287237,7.35300798592744,8.67903795759442,5.76246646999896e-07,0.00011912791260094,6.38839787538884
"ENSG00000135929","1593","CYP27A1","cytochrome P450 family 27 subfamily A member 1",-1.11781667819916,6.93034976722701,-8.66299963377805,5.88971971065205e-07,0.000120217380169955,6.38366384251724
"ENSG00000168785","10098","TSPAN5","tetraspanin 5",-1.39547362854129,4.99302068811039,-8.56994827099035,6.68927761749755e-07,0.000132033982649297,6.39323461707972
"ENSG00000187193","4501","MT1X","metallothionein 1X",5.73881314658862,4.27900247864027,8.56727421032421,6.71389004383598e-07,0.000132033982649297,5.2996927268431
"ENSG00000166598","7184","HSP90B1","heat shock protein 90 beta family member 1",-0.749079949312993,10.2343068252577,-8.56723124888855,6.71428624945261e-07,0.000132033982649297,6.01959574562243
"ENSG00000026025","7431","VIM","vimentin",1.12148794523938,7.50863106209498,8.5453651608435,6.91919571740465e-07,0.000134424133666446,6.18632229263716
"ENSG00000158966","57685","CACHD1","cache domain containing 1",-2.02896909021479,4.1279880737195,-8.5336996502053,7.03121645616737e-07,0.00013497424447107,6.31939792718896
"ENSG00000171858","6227","RPS21","ribosomal protein S21",1.49398230921708,6.088318125055,8.46139790717032,7.76980386322697e-07,0.000146340076780028,6.20166963204946
"ENSG00000234741","60674","GAS5","growth arrest specific 5",1.64507833583796,5.57738020204867,8.45815467792674,7.8048040949348e-07,0.000146340076780028,6.23680275001634
"ENSG00000135069","29968","PSAT1","phosphoserine aminotransferase 1",1.33500286036332,7.71790880375665,8.3725820704316,8.79131753171216e-07,0.000162942523217079,5.91745829181899
"ENSG00000241186","6997","TDGF1","teratocarcinoma-derived growth factor 1",-1.12564907419496,7.15747807169812,-8.30746017057455,9.63027516518494e-07,0.000176463848907508,5.84350769390622
"ENSG00000108960","23531","MMD","monocyte to macrophage differentiation associated",-1.27151907905474,5.69886813801647,-8.29373225929693,9.81772005811977e-07,0.000177877231390091,5.95905772969308
"ENSG00000130164","3949","LDLR","low density lipoprotein receptor",-1.42068413180832,6.03923306009527,-8.23937859033839,1.05986891338301e-06,0.000189893180314455,5.83567813089557
"ENSG00000128590","4189","DNAJB9","DnaJ heat shock protein family (Hsp40) member B9",-0.879728854558361,7.66050267544622,-8.21041080115243,1.10415426405651e-06,0.000195653708878145,5.66963975616866
"ENSG00000120049","30819","KCNIP2","potassium voltage-gated channel interacting protein 2",-1.85386953507594,4.37477570212847,-8.20194533618831,1.11746296022613e-06,0.000195859676452677,5.88907029451546
"ENSG00000079459","2222","FDFT1","farnesyl-diphosphate farnesyltransferase 1",-0.926673525664503,8.08090932073296,-8.15368286918362,1.19665350021114e-06,0.000207484276246286,5.56126494596195
"ENSG00000112992","23530","NNT","nicotinamide nucleotide transhydrogenase",-0.757851187121116,7.85750204545788,-8.13517249742383,1.22858374400625e-06,0.000208351079387865,5.53849774291811
"ENSG00000158258","64084","CLSTN2","calsyntenin 2",-1.62542447442438,5.65290505469522,-8.13018838695328,1.23733455864122e-06,0.000208351079387865,5.72368304869576
"ENSG00000115194","7781","SLC30A3","solute carrier family 30 member 3",-1.10631177173475,6.29597788114466,-8.12844235458968,1.24041572844869e-06,0.000208351079387865,5.66417236707379
"ENSG00000231500","6222","RPS18","ribosomal protein S18",0.900485471579752,8.2472585867991,8.0922748908347,1.30610012988609e-06,0.000216832699117411,5.47979439642033
"ENSG00000103260","79006","METRN","meteorin, glial cell differentiation regulator",-1.01095379414149,6.63221678883333,-8.08196202913776,1.32549685806186e-06,0.000216832699117411,5.58997942232412
"ENSG00000148700","120","ADD3","adducin 3",-0.77189444530148,7.66117586104514,-8.0789328836317,1.33125192016271e-06,0.000216832699117411,5.47350767271799
"ENSG00000099194","6319","SCD","stearoyl-CoA desaturase",-0.88009993827407,8.69094005499726,-7.99745775129225,1.4963999501391e-06,0.000239930874074168,5.27298723007548
"ENSG00000105989","7472","WNT2","Wnt family member 2",-1.15373072671471,7.10108511912358,-7.98912231291263,1.51447861409222e-06,0.000239930874074168,5.38567886052184
"ENSG00000184524","51286","CEND1","cell cycle exit and neuronal differentiation 1",2.30139774159357,5.39359293316583,7.98764706264012,1.51770227321334e-06,0.000239930874074168,5.58076491924154
"ENSG00000134809","26519","TIMM10","translocase of inner mitochondrial membrane 10",1.14544799066403,5.88502794246619,7.95641504520968,1.58768098774016e-06,0.00024737636322289,5.47766195556518
"ENSG00000088298","55741","EDEM2","ER degradation enhancing alpha-mannosidase like protein 2",-1.11746717006768,6.12590548518866,-7.95302411189606,1.59548166047631e-06,0.00024737636322289,5.44404493841538
"ENSG00000188643","140576","S100A16","S100 calcium binding protein A16",-1.23030181073477,6.57347034971996,-7.89419000612328,1.73748099895316e-06,0.000266827439124949,5.30965193548292
"ENSG00000130508","7837","PXDN","peroxidasin",-1.01679478740716,7.46422197484122,-7.87586011468462,1.78440624575709e-06,0.000271448591630501,5.19427371821736
"ENSG00000162407","8613","PLPP3","phospholipid phosphatase 3",-1.36621974698344,5.12052754049838,-7.86566187968228,1.81109288492526e-06,0.00027293339036841,5.40138405174524
"ENSG00000113161","3156","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",-0.879338433844105,6.35427201177509,-7.83059357055156,1.90612776016182e-06,0.000284595464190827,5.2231497557264
"ENSG00000154096","7070","THY1","Thy-1 cell surface antigen",-2.74067854639363,2.35115338676574,-7.80219734125928,1.98694326537298e-06,0.000293409078504274,4.79253303383176
"ENSG00000171564","2244","FGB","fibrinogen beta chain",-3.02162518069809,6.1723303463004,-7.79719537624186,2.00155030297489e-06,0.000293409078504274,5.23372854668415
"ENSG00000123933","10608","MXD4","MAX dimerization protein 4",-0.936866765353702,6.22763860977326,-7.76907336079275,2.08581562047478e-06,0.000303006998920322,5.16426266923083
"ENSG00000197993","3792","KEL","Kell metallo-endopeptidase (Kell blood group)",-1.52308142521365,5.03094730748521,-7.76277250915045,2.10520509424575e-06,0.00030309314414922,5.25583052170869
"ENSG00000118298","23632","CA14","carbonic anhydrase 14",-1.46440771095294,4.71358824245754,-7.7539074237641,2.13280875846892e-06,0.000304349922392136,5.24803827060765
"ENSG00000075239","38","ACAT1","acetyl-CoA acetyltransferase 1",-0.782017403754943,7.30691189585496,-7.73280444251564,2.20006948367165e-06,0.000311194038808819,4.98791419569037
"ENSG00000251562","378938","MALAT1","metastasis associated lung adenocarcinoma transcript 1",2.31470029237181,10.9153169391376,7.7217574564012,2.23617004004781e-06,0.000313549929528443,4.7646327348206
"ENSG00000013016","30845","EHD3","EH domain containing 3",-1.11893826539189,6.46248296819023,-7.70726292334031,2.28448948414847e-06,0.0003175637321715,5.01917515170758
"ENSG00000157978","26119","LDLRAP1","low density lipoprotein receptor adaptor protein 1",-1.30362991428402,4.64812461400751,-7.68803749919428,2.3502894879022e-06,0.000323108299116919,5.16357982145616
"ENSG00000036530","10858","CYP46A1","cytochrome P450 family 46 subfamily A member 1",-2.4715150264752,2.56291203520127,-7.68108961541657,2.37455929335096e-06,0.000323108299116919,4.88208061910625
"ENSG00000135678","1368","CPM","carboxypeptidase M",-1.92535385042956,3.5182206581023,-7.67826853834724,2.38448915317292e-06,0.000323108299116919,5.14283187719544
"ENSG00000167797","10263","CDK2AP2","cyclin dependent kinase 2 associated protein 2",-0.872413089550399,6.54080555119355,-7.66517346141871,2.43116043561224e-06,0.000326687183535394,4.96518396985553
"ENSG00000092964","1808","DPYSL2","dihydropyrimidinase like 2",-1.13360762429386,5.07047079486797,-7.62619900604829,2.57586906471454e-06,0.000334742925377831,5.04549052412338
"ENSG00000157570","90139","TSPAN18","tetraspanin 18",-0.971082647517116,5.45654309766073,-7.6248309330159,2.58111109364269e-06,0.000334742925377831,5.00141896043122
"ENSG00000163703","78987","CRELD1","cysteine rich with EGF like domains 1",-0.914689775599796,6.82819230194473,-7.61037744470924,2.6371861670662e-06,0.000334742925377831,4.85504693013939
"ENSG00000176463","28232","SLCO3A1","solute carrier organic anion transporter family member 3A1",-1.51749092884717,4.58590661758846,-7.60958196993617,2.64030950552003e-06,0.000334742925377831,5.04082388498938
"ENSG00000139971","145407","ARMH4","armadillo like helical domain containing 4",-1.30483455124253,6.16738164057992,-7.60737323251117,2.64900236771529e-06,0.000334742925377831,4.9056563207628
"ENSG00000119326","8727","CTNNAL1","catenin alpha like 1",-1.12392984693568,6.61421765355497,-7.6040862489692,2.66199489077796e-06,0.000334742925377831,4.86290458715331
"ENSG00000142937","6202","RPS8","ribosomal protein S8",0.882626761466719,7.5275830218002,7.60369825654162,2.6635329536243e-06,0.000334742925377831,4.79751567997163
"ENSG00000149591","6876","TAGLN","transgelin",1.80966350463495,8.24175250470219,7.59765719867312,2.68760218059866e-06,0.000334742925377831,4.73361894816533
"ENSG00000137814","55142","HAUS2","HAUS augmin like complex subunit 2",1.23583687915471,4.75542542484417,7.59518829861978,2.69750501879663e-06,0.000334742925377831,5.03499248199416
"ENSG00000147257","2719","GPC3","glypican 3",-1.92780711460921,6.20881960608631,-7.59489036267831,2.69870265420887e-06,0.000334742925377831,4.91106186520825
"ENSG00000108828","10493","VAT1","vesicle amine transport 1",0.622428934812174,8.89135675660554,7.56774617587173,2.81020915068293e-06,0.000345913149272994,4.6328367676747
"ENSG00000108639","9144","SYNGR2","synaptogyrin 2",-0.890059853695186,8.27032217370735,-7.55340375575641,2.87108307331785e-06,0.000350132306265827,4.63807109792358
"ENSG00000237765","285550","FAM200B","family with sequence similarity 200 member B",1.03882659284836,5.47989542307512,7.54949514312788,2.88791297571194e-06,0.000350132306265827,4.91235592038282
"ENSG00000242265","23089","PEG10","paternally expressed 10",-0.954153300467127,6.42267454852882,-7.52918824393514,2.97704489126758e-06,0.000356409254847946,4.78221927512114
"ENSG00000173221","2745","GLRX","glutaredoxin",0.936082673569802,6.09370103939962,7.52765504707804,2.98389143593629e-06,0.000356409254847946,4.81846667678644
"ENSG00000173406","1600","DAB1","DAB adaptor protein 1",-1.27114193586039,5.15104855336732,-7.52021984216444,3.01733034499927e-06,0.000357753322155245,4.88828032611936
"ENSG00000121440","23024","PDZRN3","PDZ domain containing ring finger 3",-1.08072261984395,6.06922490633384,-7.47390129255362,3.23475900592187e-06,0.000380733496134965,4.72385379963242
"ENSG00000197705","57565","KLHL14","kelch like family member 14",-1.33501973226934,4.58155253302759,-7.45557131394667,3.32532041190773e-06,0.000388556461174001,4.81915755218068
"ENSG00000131094","10882","C1QL1","complement C1q like 1",-2.17456031535251,2.51954636200291,-7.44321628374089,3.38786992719464e-06,0.000392662816891066,4.60445591905211
"ENSG00000134853","5156","PDGFRA","platelet derived growth factor receptor alpha",-0.993181447369402,5.72291901089506,-7.43558708752566,3.42711362672452e-06,0.000392662816891066,4.70234939316755
"ENSG00000167004","2923","PDIA3","protein disulfide isomerase family A member 3",-0.603559593613069,9.78794518399847,-7.43435104874469,3.43351672444281e-06,0.000392662816891066,4.34784287769623
"ENSG00000118523","1490","CCN2","cellular communication network factor 2",1.24947393935057,7.01717298991488,7.4224484768177,3.49582660717185e-06,0.00039525444648808,4.58368820816068
"ENSG00000116044","4780","NFE2L2","nuclear factor, erythroid 2 like 2",-0.777671384154216,7.16695066170677,-7.41904844378945,3.51384420649974e-06,0.00039525444648808,4.52994762860714
"ENSG00000050438","9498","SLC4A8","solute carrier family 4 member 8",-2.08054592300069,3.61687606722064,-7.41466523790425,3.5372166974851e-06,0.00039525444648808,4.75715447506845
"ENSG00000240583","358","AQP1","aquaporin 1 (Colton blood group)",-1.98178263580404,2.98259311080745,-7.41149454381761,3.55422603043545e-06,0.00039525444648808,4.72316820959768
"ENSG00000143171","6258","RXRG","retinoid X receptor gamma",-1.51476976889376,4.7799666489168,-7.40633167420486,3.58210755568841e-06,0.000395626605037504,4.7183962310183
"ENSG00000111057","3875","KRT18","keratin 18",0.800030704620058,9.95933544305187,7.39650268332724,3.63582831086118e-06,0.000397821167257132,4.29302305598204
"ENSG00000173599","5091","PC","pyruvate carboxylase",-1.65794773291055,4.29930665266916,-7.3936967498943,3.65131986071662e-06,0.000397821167257132,4.74171362409617
"ENSG00000177383","64110","MAGEF1","MAGE family member F1",0.908747614752161,7.28939584214229,7.34323566418716,3.94214008881675e-06,0.000424018334406742,4.41000534482869
"ENSG00000104332","6422","SFRP1","secreted frizzled related protein 1",-1.47873599969926,6.57337149495197,-7.3428663380999,3.94435659913249e-06,0.000424018334406742,4.46017671482036
"ENSG00000181458","55076","TMEM45A","transmembrane protein 45A",-1.20447163296985,4.82945370015749,-7.33133623289122,4.01422039417962e-06,0.000426385733715803,4.62393049236366
"ENSG00000109971","3312","HSPA8","heat shock protein family A (Hsp70) member 8",0.60832436004713,10.3838520454844,7.32404827378627,4.05905279778269e-06,0.000426385733715803,4.14942810723825
"ENSG00000169129","84632","AFAP1L2","actin filament associated protein 1 like 2",-2.113302878389,3.70013502576054,-7.32210552083775,4.07109279414666e-06,0.000426385733715803,4.62488849058139
"ENSG00000006327","51330","TNFRSF12A","TNF receptor superfamily member 12A",1.14499996358527,8.39412390878313,7.32193537906687,4.07214902277418e-06,0.000426385733715803,4.304943006704
"ENSG00000171303","3777","KCNK3","potassium two pore domain channel subfamily K member 3",-1.74498321632455,3.37634473258021,-7.3098693562006,4.14779671698773e-06,0.000430121803832083,4.58229649462519
"ENSG00000100234","7078","TIMP3","TIMP metallopeptidase inhibitor 3",-1.19997814694635,7.86312308168025,-7.30649065218437,4.16924423848493e-06,0.000430121803832083,4.26873284668121
"ENSG00000233016","84973","SNHG7","small nucleolar RNA host gene 7",1.60980470067152,4.00326463956595,7.30357404118946,4.18785260165191e-06,0.000430121803832083,4.59791599642619
"ENSG00000169567","3094","HINT1","histidine triad nucleotide binding protein 1",0.677541675103715,8.3870548976473,7.28455979558561,4.31133486551927e-06,0.000440001738648723,4.22884655284991
